contract,status,wall clock time (h:)m:ss,input-type,abi,queue,crashes,run_unix,execs_per_sec,execs,coverage,bugtypes,wall clock time (h:)m:ss,bugs
0x1276fe0812604f40B81bE3F309A58F116438E5Af,success,20:00.08,live-state,False,354,,1200.0,897.3791666666667,1076855.0,86.75496688741721,1,20:00.08,
0x12784C2cbB9F4F6BE01e83E1847E0d85875Fe958,success,20:00.07,live-state,False,743,,1200.0,9136.398333333333,10963678.0,82.48175182481751,1,20:00.07,
0x1279d835ac5e4A260789321D0BCacE24B0930C53,success,20:00.11,live-state,True,780,,1200.0,4149.9383333333335,4979926.0,87.83068783068784,1,20:00.11,
0x127A78dA95f02d9139dB64eA7D3f6DE355975494,success,20:00.99,live-state,True,143,,1200.0,102.74583333333334,123295.0,44.6078431372549,1,20:00.99,
0x12845eB9c1f1bd3E8c2F21c140352E52136B8fed,success,20:00.07,live-state,False,814,,1200.0,8989.3525,10787223.0,67.40088105726872,1,20:00.07,
0x129663DcF7C9beb0131858416d3df1E3Feb7EcD8,success,20:00.08,live-state,False,799,,1200.0,8219.655,9863586.0,90.19607843137254,1,20:00.08,
0x129866b3315785cFC275aEcE9ae1fe12877f03aE,success,20:00.06,live-state,False,239,,1200.0,7779.689166666667,9335627.0,66.33663366336634,1,20:00.06,
0x129DEb34C6952De0e60D573c9d82fC98A3b7026E,success,20:00.08,live-state,False,1062,,1200.0,8489.683333333332,10187620.0,87.87878787878789,1,20:00.08,
0x12B58582694D1F854ce2a947b27bE598569fbC92,success,20:00.06,live-state,True,815,,1200.0,6460.168333333333,7752202.0,87.4015748031496,1,20:00.06,
0x12D10926f56f47eF2CbC7D74B7fA0f9965025857,success,20:00.08,live-state,False,376,,1200.0,10351.075,12421290.0,29.710144927536234,1,20:00.08,
0x12E51F9d1c67c4fE4aB83d0f753f2B00FC0a271d,success,20:00.06,live-state,True,903,,1200.0,5989.138333333333,7186966.0,88.04347826086956,1,20:00.06,
0x12FC64F653371192145c96980Deb3a5E87123f7E,success,20:00.06,live-state,False,802,,1200.0,8876.908333333333,10652290.0,84.7328244274809,1,20:00.06,
0x12Fa0ce2180c6674fEA3bBf21cFc08D692fF126e,success,20:00.08,live-state,False,688,,1200.0,7553.0875,9063705.0,69.03225806451613,1,20:00.08,
0x12aA3b768b6b21d103bF96413962716FaC978106,success,20:00.06,live-state,True,739,,1200.0,7355.7716666666665,8826926.0,68.58974358974359,1,20:00.06,
0x12c3Aa600d8CA38375bCb75C98c1D75f13B9CD5A,success,20:00.09,live-state,True,529,,1200.0,2147.1541666666667,2576585.0,82.83582089552239,1,20:00.09,
0x12cF6cB8Cbe3f958682A5ebE05F2f5e4C52f804d,success,20:00.17,live-state,False,968,,1200.0,6482.178333333333,7778614.0,66.46706586826348,1,20:00.17,
0x12cbD1516C0a486EcdfaaF5741a5B4B284e5351B,success,20:00.07,live-state,False,713,,1200.0,8783.999166666666,10540799.0,79.22705314009663,1,20:00.07,
0x1301dD579c7d24787d6BAa6639e9C7DC626f4A26,success,20:00.07,live-state,True,817,,1200.0,5467.440833333333,6560929.0,86.36363636363636,1,20:00.07,
0x130F3Ce261845bD83b8395f0c00b59E90C8f4a53,success,20:00.05,live-state,False,665,,1200.0,4148.475833333333,4978171.0,83.75,1,20:00.05,
0x131A33899DcdE1971c3ABdA7169B206f6a237d72,success,20:00.06,live-state,False,452,,1200.0,8633.775,10360530.0,85.18518518518518,1,20:00.06,
0x131bb20a0772C75e905996971119EefD45e9DF7B,success,20:00.07,live-state,False,1176,,1200.0,8362.643333333333,10035172.0,79.2156862745098,1,20:00.07,
0x131c97D7d591D2d20f4c9090d821d239EBe322DD,success,20:00.06,live-state,True,792,,1200.0,7920.965833333334,9505159.0,86.17021276595746,1,20:00.06,
0x131da075a2832549128e93AcC2b54174045232Cf,success,20:00.05,live-state,True,605,,1200.0,7988.680833333333,9586417.0,60.95890410958904,1,20:00.05,
0x13432A43f2779C9c64Fe9E436C2576E5231f7abc,success,20:00.07,live-state,True,971,,1200.0,7113.966666666666,8536760.0,81.31868131868131,1,20:00.07,
0x134d4f0039D189BeBD6f24a59DbC0332056F13eF,success,20:00.05,live-state,False,734,,1200.0,8702.5975,10443117.0,78.47222222222223,1,20:00.05,
0x1350Fbe8Ce27762ec19134bf8FC405a427fe9Bf1,success,20:00.06,live-state,True,656,,1200.0,4554.345,5465214.0,85.59322033898306,1,20:00.06,
0x1358c4A35E80aEF44225213878D0BE6109B5A7aD,success,20:00.06,live-state,False,831,,1200.0,7619.849166666667,9143819.0,83.63636363636363,1,20:00.06,
0x137ce07B411574B69664CD73957c5ABC68c2d5D0,success,20:00.06,live-state,False,672,,1200.0,7356.255833333334,8827507.0,89.38053097345134,1,20:00.06,
0x137f47A9e0E49A5B8fE63690fa5D1A6094c6300E,success,20:00.15,live-state,False,420,,1200.0,1549.1391666666666,1858967.0,87.4015748031496,1,20:00.15,
0x1389d3485a6d440F23855e538E3656230cF25D0f,success,20:00.05,live-state,True,243,,1200.0,9080.183333333332,10896220.0,66.50485436893204,1,20:00.05,
0x13939ac9F1e0F99872fA873B6E00DE9248ac95A0,success,20:00.07,live-state,True,1139,,1200.0,7357.341666666666,8828810.0,79.91266375545851,1,20:00.07,
0x13ABadf0790A7DA715aAA5B805Ba7Bb36549B0BF,success,20:00.08,live-state,False,1080,,1200.0,10302.703333333333,12363244.0,42.111111111111114,1,20:00.08,
0x13AF21ae9BBa856526bD5282d6df873Fde003a80,success,20:00.08,live-state,False,608,,1200.0,7987.308333333333,9584770.0,66.4,1,20:00.08,
0x13B41E782Ae2D43613D427f5e41d31Fb3D9D7b31,success,20:00.08,live-state,False,1174,,1200.0,11068.8275,13282593.0,51.09717868338558,1,20:00.08,
0x13Bbd57C553b1fb614Feb75877f99731d76aF6BE,success,20:00.06,live-state,True,173,,1200.0,12111.54,14533848.0,55.17241379310345,1,20:00.06,
0x13CD4F3944F8c52f717ACa379909078fd097d366,success,20:00.21,live-state,False,255,,1200.0,512.7675,615321.0,81.37931034482759,1,20:00.21,
0x13D0F813BAFb08a9c8cDA3E5fBDF7AEC93aD4aa8,success,20:00.06,live-state,False,737,,1200.0,8885.701666666666,10662842.0,84.16666666666667,1,20:00.06,
0x13F3fd65aBbDA338813B29ebAa265A31dc36FA5c,success,20:00.07,live-state,False,103,,1200.0,5251.6875,6302025.0,100.0,1,20:00.07,
0x13a8352e1fdED3C6B63dEa406aA1db0417E047B8,success,20:00.06,live-state,True,727,,1200.0,6284.544166666667,7541453.0,80.1526717557252,1,20:00.06,
0x13b2120BB30FCfA04205F654c52C54ef8421a437,success,20:00.06,live-state,False,705,,1200.0,5856.2266666666665,7027472.0,88.09523809523809,1,20:00.06,
0x13b8FFa8c16CEB1B1D29EcbF9259446813DBdd83,success,20:00.06,live-state,False,637,,1200.0,4089.3908333333334,4907269.0,81.45161290322581,1,20:00.06,
0x13b9B6F3244AA81C651e75298efE19EBFbfeE245,success,20:00.07,live-state,True,926,,1200.0,6779.083333333333,8134900.0,38.901098901098905,1,20:00.07,
0x13be4d6E920278c33171674750CC43f29ECDAB9b,success,20:00.08,live-state,False,366,,1200.0,6377.8741666666665,7653449.0,32.53968253968254,1,20:00.08,
0x13d587d3E7345C8F49Ae79D57951EA14520aa83e,success,20:00.07,live-state,False,817,,1200.0,9081.374166666666,10897649.0,70.0,1,20:00.07,
0x13d690665DF26F534d4c2eE5C733aC19A83274E3,success,20:00.12,live-state,False,487,,1200.0,2223.0308333333332,2667637.0,82.78688524590164,1,20:00.12,
0x13f11C9905A08ca76e3e853bE63D4f0944326C72,success,20:00.16,live-state,True,279,,1200.0,596.52,715824.0,52.17391304347826,1,20:00.16,
0x1400300399F6fC996a58846bC251E28282a97C2b,success,20:00.08,live-state,True,668,,1200.0,6406.6375,7687965.0,50.13192612137203,1,20:00.08,
0x1405D0C76a8753A2abC9Ec65Fb6cb8d95c485706,success,20:00.07,live-state,False,888,,1200.0,8865.486666666666,10638584.0,88.70967741935483,1,20:00.07,
0x143122137e723F209Da6ed9FABe723D3f88B99C0,success,20:00.10,live-state,False,507,,1200.0,2138.5158333333334,2566219.0,84.16666666666667,1,20:00.10,
0x1436c08D4c02B2071BC092666C97e19940733aB8,success,20:00.06,live-state,False,788,,1200.0,7863.068333333334,9435682.0,92.10526315789474,1,20:00.06,
0x143832e4bc4757114D4610fEf606eC0a7a3C02D0,success,20:00.19,live-state,True,346,,1200.0,637.6808333333333,765217.0,61.65413533834586,1,20:00.19,
0x1448Ff57B31E5e12C81caEEE1D9B3203a1295366,success,20:00.14,live-state,False,557,,1200.0,3344.471666666667,4013366.0,86.32478632478633,1,20:00.14,
0x14498Cd891dDa13AF3a740881b72e71D205E9Db6,success,20:00.06,live-state,False,366,,1200.0,1063.7308333333333,1276477.0,83.7037037037037,1,20:00.06,
0x144c7C154fD9952217ac98d06F9BF9fce64D1FD7,success,20:00.08,live-state,True,407,,1200.0,2240.9133333333334,2689096.0,74.24242424242425,1,20:00.08,
0x144eD5c7B0250A43aCD2BD881cF4fF03095cAE88,success,20:00.08,live-state,False,607,,1200.0,3910.295,4692354.0,87.82608695652175,1,20:00.08,
0x1450903C63645de5CE4b281a2f00Fc934FEe77FA,success,20:00.15,live-state,True,366,,1200.0,346.19416666666666,415433.0,84.7328244274809,1,20:00.15,
0x14524b0b878D9c9D9f3F5177B15A70d33D22A0BE,success,0:00.45,live-state,False,76,1,0.0,4311.0,4311.0,22.611464968152866,1,0:00.45,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
0x146F5507B4798CDa485C39701214609BE30c8d7F,success,20:00.08,live-state,True,303,,1200.0,8251.588333333333,9901906.0,70.0,1,20:00.08,
0x146bacBE9c6C4E6d6448eb05FB82fC3801e53456,success,20:00.07,live-state,False,622,,1200.0,2562.0741666666668,3074489.0,81.66666666666667,1,20:00.07,
0x147Bf9dEE56DA81F5E3e092b93d11521Cfe04075,success,20:00.07,live-state,False,1054,,1200.0,9476.36,11371632.0,86.77248677248677,1,20:00.07,
0x147b6e71dF726D47EDf9D4e68f4A264c98f57fDA,success,20:00.08,live-state,False,119,,1200.0,454.245,545094.0,3.910614525139665,1,20:00.08,
0x147e31C21cD77BB653F5606DaC8319A1679735B7,success,20:00.10,live-state,False,546,,1200.0,6782.29,8138748.0,75.15527950310559,1,20:00.10,
0x148676FD040b7Cf207A0c69011e2FC068b969A27,success,20:00.07,live-state,False,1010,,1200.0,9459.874166666666,11351849.0,66.19385342789597,1,20:00.07,
0x1487F4195d9953F6930C959a683A49501A8Cc8BC,success,20:00.07,live-state,True,834,,1200.0,4822.799166666667,5787359.0,85.38461538461539,1,20:00.07,
0x14906022D8a1d5e69739b2561c1447A6c4e41C4c,success,20:00.06,live-state,False,716,,1200.0,7173.4775,8608173.0,82.85714285714285,1,20:00.06,
0x14962eb2cE4a13c38AE8A17E372df7f37003d815,success,20:00.07,live-state,False,793,,1200.0,7219.400833333333,8663281.0,85.40145985401459,1,20:00.07,
0x14Ba4975910338cC0125D82a3810B53bb616bC9A,success,20:00.07,live-state,False,815,,1200.0,9212.213333333333,11054656.0,89.51612903225806,1,20:00.07,
0x14EFdC8c48Df1d27AeFF1BaB89b8192d3981BCE7,success,20:00.08,live-state,False,739,,1200.0,8600.055833333334,10320067.0,68.4931506849315,1,20:00.08,
0x14F6777B6DF6eD770C999B872D16712d6A42b258,success,20:00.05,live-state,False,823,,1200.0,9019.623333333333,10823548.0,85.5072463768116,1,20:00.05,
0x14F7117b277c0b2df55E0C4F57BdDdD4481a332b,success,20:00.06,live-state,False,807,,1200.0,8242.676666666666,9891212.0,88.8888888888889,1,20:00.06,
0x14F8791F9D73fD5Bc7209e5645D35475d0167292,success,20:00.12,live-state,False,926,,1200.0,10155.775,12186930.0,54.794520547945204,1,20:00.12,
0x14b233a46CD4BDFDB7Ca29aa0fD2406f667F8ff6,success,20:00.06,live-state,False,259,,1200.0,7375.3575,8850429.0,56.97674418604651,1,20:00.06,
0x14cEd17A34823A7f580a0A93ab62fE5F47492ABb,success,20:00.07,live-state,True,851,,1200.0,7039.85,8447820.0,91.08910891089108,1,20:00.07,
0x14d3688E99f98b2CaAa1C21E3342d161A4A23491,success,20:00.08,live-state,False,484,,1200.0,2473.590833333333,2968309.0,84.17721518987341,1,20:00.08,
0x14deda0b1957C43E14f87cBbb2F0E8cdf06652A1,success,20:00.19,live-state,False,776,,1200.0,6721.785833333333,8066143.0,83.45864661654134,1,20:00.19,
0x150D190E1Eb50dc72B89eE38356455B801F1e8A7,success,20:00.08,live-state,False,993,,1200.0,10502.143333333333,12602572.0,84.97409326424871,1,20:00.08,
0x1518e1d8c6cf6584B2AD4f4ba577650Ac4903107,success,20:00.09,live-state,True,213,,1200.0,1255.4816666666666,1506578.0,60.75471698113208,1,20:00.09,
0x1521954FFBa25bCd2A029D1E1B22D68328D78091,success,20:00.08,live-state,False,719,,1200.0,8701.023333333333,10441228.0,74.82517482517483,1,20:00.08,
0x15311391B2348F82640ebAD27De516467E6e1b20,success,20:00.08,live-state,False,800,,1200.0,9859.9675,11831961.0,86.74033149171271,1,20:00.08,
0x153ed03dA2B5169775bf9ca30F837aB77362561D,success,20:00.06,live-state,False,688,,1200.0,8016.71,9620052.0,86.32478632478633,1,20:00.06,
0x15443752f8f015EA848F044e2C5BDA70e98d9f31,success,20:00.06,live-state,False,737,,1200.0,7347.794166666667,8817353.0,86.4406779661017,1,20:00.06,
0x1544744ec1Cdc7F7A44fB1C015502a7Fc631b73d,success,20:00.17,live-state,False,509,,1200.0,1331.2591666666667,1597511.0,81.59203980099504,1,20:00.17,
0x154E84FdE971b130214Df65579BAA24765Fdd204,success,20:00.08,live-state,True,300,,1200.0,10833.555833333334,13000267.0,56.71641791044776,1,20:00.08,
0x155454DD1a347Ac93C3A0083871Bb8498e50df74,success,20:00.07,live-state,False,617,,1200.0,3386.3816666666667,4063658.0,70.39473684210526,1,20:00.07,
0x155f10B084AFEc7Ef3f6b5800f5FC3fA1db4709c,success,20:00.11,live-state,False,786,,1200.0,8375.423333333334,10050508.0,84.86486486486486,1,20:00.11,
0x1568Eee8Fe9097584A75e53BC907BF56aDcCFEff,success,20:00.06,live-state,False,989,,1200.0,11782.885,14139462.0,39.89010989010989,1,20:00.06,
0x15796e2F607D44bB63045F48735DBdF0073EB23B,success,20:00.07,live-state,False,250,,1200.0,10583.354166666666,12700025.0,52.77777777777778,1,20:00.07,
0x1580D3167A6E4Be655fF218a7eFe39837F23b317,success,20:00.06,live-state,True,868,,1200.0,5911.569166666667,7093883.0,85.38461538461539,1,20:00.06,
0x15840DCfb9fE57d874BD2483e9BBE7A0AC9C8Dc7,success,20:00.13,live-state,False,787,,1200.0,6979.179166666667,8375015.0,68.75,1,20:00.13,
0x158d49800dc50a933fB6303973A084d298667917,success,20:00.07,live-state,False,444,,1200.0,1968.5483333333334,2362258.0,83.70607028753994,1,20:00.07,
0x15B9A572f6fc95271AfCB9c245379f2Fb13D7524,success,20:00.06,live-state,False,97,,1200.0,7665.435833333333,9198523.0,34.61538461538461,1,20:00.06,
0x15C64faab19B9F29742515944ec404a2B1eF0607,success,20:00.07,live-state,False,557,,1200.0,6037.4525,7244943.0,44.48462929475588,1,20:00.07,
0x15E745A2E3B677ec6421291b212d3917B3738DeE,success,1:57.89,live-state,True,294,3,117.0,7255.025641025641,848838.0,100.0,1,1:57.89,"[BUG] balance gain | 37662610412320084583014736539245998496614132666784207077377 > 37662610412320084583014736539245998496614132666784207077376
[BUG] balance gain | 37662610412320084583014736539245998496614132666784207077377 > 37662610412320084583014736539245998496614132666784207077376
[BUG] balance gain | 37662610412320084583014736539245998496614132666784207077377 > 37662610412320084583014736539245998496614132666784207077376"
0x15F7Fec0e4774D253320065fe47cf97522c2ca1a,success,20:00.07,live-state,False,815,,1200.0,8351.579166666666,10021895.0,79.29292929292929,1,20:00.07,
0x15b683F780736217A34A058Ec8179595e8A84C5B,success,20:00.08,live-state,True,292,,1200.0,1451.4733333333334,1741768.0,80.72916666666667,1,20:00.08,
0x15d0859c8F7e7b128d57E31fe6bfa3FCd99FFED0,success,20:00.11,live-state,True,586,,1200.0,2668.8841666666667,3202661.0,88.09523809523809,1,20:00.11,
0x15dAdea05c3725a5722A144De8d4351A214a8B16,success,20:00.07,live-state,False,714,,1200.0,4384.504166666667,5261405.0,92.47311827956989,1,20:00.07,
0x15dbdB25f870f21eaf9105e68e249E0426DaE916,success,20:00.13,live-state,True,501,,1200.0,816.1483333333333,979378.0,74.74402730375427,1,20:00.13,
0x15f03292a0D8A11Eb2694F94e4d6E1e3E13f6e82,success,20:00.05,live-state,True,790,,1200.0,5230.255,6276306.0,81.08108108108108,1,20:00.05,
0x15f73A951d029A29FB6729bbf5600AC1646f5605,success,20:00.07,live-state,False,630,,1200.0,7320.640833333333,8784769.0,62.732919254658384,1,20:00.07,
0x161181891E782430F808178F7381ec001C28810c,success,20:00.09,live-state,False,693,,1200.0,7478.9325,8974719.0,84.96240601503759,1,20:00.09,
0x161B6e60De805718310C99C6100dA48c7CB40432,success,20:00.05,live-state,True,867,,1200.0,5262.72,6315264.0,90.47619047619048,1,20:00.05,
0x1627ab73A27232468BaE3A13786e1234cE9848a3,success,20:00.08,live-state,True,887,,1200.0,6101.365,7321638.0,72.05128205128206,1,20:00.08,
0x162893a15cefDE2E7A40305422217a0C6a5345EC,success,20:00.25,live-state,False,222,,1200.0,352.5225,423027.0,84.21052631578947,1,20:00.25,
0x1630e35d42213888E5471f235fC501e88CCE56e5,success,20:00.05,live-state,False,971,,1200.0,5460.62,6552744.0,71.36363636363636,1,20:00.05,
0x16378F319850a899bcae5da245936B1897d026a4,success,20:00.07,live-state,False,662,,1200.0,4980.799166666667,5976959.0,85.59322033898306,1,20:00.07,
0x1662CFFEFa08b150329E419b2F1a13D010174246,success,20:00.06,live-state,True,552,,1200.0,1813.0283333333334,2175634.0,86.84210526315789,1,20:00.06,
0x16640E4C00a0352adeE5Efb17600231ED7600c03,success,20:00.05,live-state,True,523,,1200.0,8946.399166666666,10735679.0,63.76811594202899,1,20:00.05,
0x1666299BD141F6985985869C3a0A35c432Bf8914,success,20:00.13,live-state,True,715,,1200.0,4644.105,5572926.0,76.4367816091954,1,20:00.13,
0x16662F73dF3e79e54c6c5938b4313f92C524C120,success,20:00.06,live-state,True,425,,1200.0,1300.2991666666667,1560359.0,63.478260869565226,1,20:00.06,
0x166bDB8dfD4a355E82a9E5f6823C8163Ff3637A1,success,20:00.18,live-state,True,221,,1200.0,527.4,632880.0,47.474747474747474,1,20:00.18,
0x166c0e04e5D517D5e214b710A84fD49FE16a3C17,success,20:00.14,live-state,False,802,,1200.0,7385.2925,8862351.0,83.45864661654134,1,20:00.14,
0x166c5C59b9EB1389938135Fe6B709D4a1d6bD469,success,20:00.06,live-state,False,692,,1200.0,10148.1025,12177723.0,66.875,1,20:00.06,
0x167309e808dB2daFD4b1e60ae760F98F4835675B,success,20:00.08,live-state,False,701,,1200.0,7747.589166666667,9297107.0,79.5275590551181,1,20:00.08,
0x16779eb7f2bfd45762f9faD4B97b251aC9450F11,success,20:00.09,live-state,False,1150,,1200.0,10535.360833333334,12642433.0,78.04878048780488,1,20:00.09,
0x1681fFA35eAbbc90aFa66d3a9228050F7161556a,success,20:00.06,live-state,False,210,,1200.0,7111.346666666666,8533616.0,78.57142857142857,1,20:00.06,
0x168229e7a9D97234eC5326418Dc2D59f810dd569,success,20:00.06,live-state,True,791,,1200.0,7281.793333333333,8738152.0,88.13559322033899,1,20:00.06,
0x16827d52a1E6d91874c504ad6696491360610443,success,20:00.06,live-state,False,813,,1200.0,8565.6075,10278729.0,79.26267281105991,1,20:00.06,
0x168c5c75Be6011687422a8869f15A9B9F7c918A3,success,20:00.05,live-state,False,1134,,1200.0,10778.52,12934224.0,80.56680161943319,1,20:00.05,
0x16987C021C14ca1045cd0afEbB33c124a58Bf16C,success,20:00.07,live-state,True,602,,1200.0,2265.0066666666667,2718008.0,86.24338624338625,1,20:00.07,
0x16992400aa9fc1f6151d57d9400Bb92C63BDa893,success,20:00.19,live-state,False,745,,1200.0,5435.015833333333,6522019.0,86.09271523178808,1,20:00.19,
0x169DBC0f58aC48A3076808728758b41a570f3cD6,success,20:00.07,live-state,False,253,,1200.0,7643.589166666667,9172307.0,50.588235294117645,1,20:00.07,
0x16B0E62aC13a2fAeD36D18bce2356d25Ab3CfAD3,success,20:00.06,live-state,True,1076,,1200.0,8954.3725,10745247.0,57.80346820809248,1,20:00.06,
0x16Cda038B33661265a8DaAaD6B2D0ea6C311fe88,success,20:00.16,live-state,False,313,,1200.0,2497.715,2997258.0,48.92086330935252,1,20:00.16,
0x16Da38557Eb211b87EC65820d971F884780F5a80,success,20:00.07,live-state,False,719,,1200.0,7815.8975,9379077.0,83.21678321678323,1,20:00.07,
0x16F1Ec1595f2B376f8f57FD015ab4792A7E8134e,success,20:00.29,live-state,True,764,,1200.0,5241.354166666667,6289625.0,73.08970099667775,1,20:00.29,
0x16bABd7e8bb5f67337a14568c46891dfb62ddF40,success,20:00.07,live-state,False,1053,,1200.0,8205.108333333334,9846130.0,42.526315789473685,1,20:00.07,
0x16db68D8143BAA1609393EF2934A5BDD7369EaE0,success,20:00.05,live-state,True,497,,1200.0,2649.721666666667,3179666.0,64.52513966480447,1,20:00.05,
0x16e031DF923A082f0c1f7882FAcADCb86791FC86,success,20:00.05,live-state,False,698,,1200.0,4996.608333333334,5995930.0,88.46153846153845,1,20:00.05,
0x16eC64cE76c359559F0dD0E119F44DF81E418B42,success,20:00.10,live-state,False,229,,1200.0,8256.8425,9908211.0,48.71794871794872,1,20:00.10,
0x16ee8789b655Be0f0b537F0cE113CFbcCdaA616E,success,20:00.06,live-state,False,298,,1200.0,9672.678333333333,11607214.0,60.130718954248366,1,20:00.06,
0x16f33dF9c5c4E4a87aE9B8daBB6e3CaD498f74d6,success,20:00.08,live-state,False,746,,1200.0,8790.633333333333,10548760.0,65.99190283400809,1,20:00.08,
0x17049Ad1db70a19769d045BCD7fd6C93cC16cc17,success,20:00.08,live-state,True,642,,1200.0,3157.4,3788880.0,86.79245283018868,1,20:00.08,
0x170BAdd28eddEad383c9Fc01c8B6bA76c9d9954C,success,20:00.07,live-state,False,702,,1200.0,5862.1225,7034547.0,90.51724137931035,1,20:00.07,
0x1723632B0CdDb7a71cade8af0c14433108622c69,success,20:00.07,live-state,False,941,,1200.0,5213.171666666667,6255806.0,91.72413793103449,1,20:00.07,
0x173EE6E41bF96c0A1c58Bc4c31699916B10D7ef2,success,20:00.06,live-state,False,604,,1200.0,2833.2108333333335,3399853.0,72.58064516129032,1,20:00.06,
0x174c82BF3c9De1EFeFF174A9434DD93b01DAE2B2,success,20:00.06,live-state,False,708,,1200.0,7583.2775,9099933.0,72.91666666666667,1,20:00.06,
0x175C984c6B193676e972b7ecFA264a1d635257A1,success,20:00.06,live-state,True,807,,1200.0,11259.364166666666,13511237.0,39.26605504587156,1,20:00.06,
0x175c88F08c8b388c24eeD548898D970e56522Ffd,success,20:00.06,live-state,False,593,,1200.0,3589.0075,4306809.0,84.87394957983193,1,20:00.06,
0x1763eEDEDc860fD5f178a30e6522Bc15bF5E1B73,success,20:00.07,live-state,False,176,,1200.0,8115.600833333333,9738721.0,60.0,1,20:00.07,
0x1765771821dA608508A23183D46Ac6FC5B4a7233,success,20:00.07,live-state,False,813,,1200.0,7315.041666666667,8778050.0,61.78861788617886,1,20:00.07,
0x1765Ea12c472ef42B010FD00aD1e3e76f24c5478,success,20:00.05,live-state,False,718,,1200.0,9167.178333333333,11000614.0,75.09881422924902,1,20:00.05,
0x176D552B27ECeC62F6FcA2833a6A1a0B3F82aFb9,success,20:00.06,live-state,False,434,,1200.0,6207.505,7449006.0,55.30546623794213,1,20:00.06,
0x176F86021E6b732E1f92B419E1e3eaebB397db06,success,20:00.19,live-state,False,807,,1200.0,9007.655,10809186.0,84.78260869565217,1,20:00.19,
0x176a1d568ee88941DD2B8cd84A73A3303131B9A7,success,20:00.07,live-state,False,629,,1200.0,8283.145,9939774.0,48.05825242718446,1,20:00.07,
0x1770bE2455D7563ec0466A4b182a3FAe5e62C7Cf,success,20:00.07,live-state,False,651,,1200.0,7768.0525,9321663.0,77.92207792207792,1,20:00.07,
0x17721F177bf8409B34a66744047B0b9b6B77fA80,success,20:00.07,live-state,False,1031,,1200.0,5357.073333333334,6428488.0,86.62420382165605,1,20:00.07,
0x177a532E95205Ea72f1178efD7662b262479589a,success,20:00.06,live-state,False,963,,1200.0,10208.294166666667,12249953.0,38.901098901098905,1,20:00.06,
0x177e37DE28833434C52E16217bc0cdB92dA86E00,success,20:00.08,live-state,False,971,,1200.0,11514.106666666667,13816928.0,39.8876404494382,1,20:00.08,
0x1782e904C6b6F21bBca537F5A7EE08c2aD893C32,success,20:00.06,live-state,True,971,,1200.0,8985.646666666667,10782776.0,82.0,1,20:00.06,
0x1790C139748a683C0D9428fbA58AfA4a5090B70A,success,20:00.06,live-state,False,881,,1200.0,8599.1225,10318947.0,87.76595744680851,1,20:00.06,
0x179E1a58B16993766AAd334aCE3884F39C2a8864,success,20:00.06,live-state,False,709,,1200.0,8019.946666666667,9623936.0,86.25954198473282,1,20:00.06,
0x179fECC9Af3fC728551bEe64591cF5c5f014e5E6,success,20:00.06,live-state,False,439,,1200.0,8565.4925,10278591.0,67.04980842911878,1,20:00.06,
0x17AE92078F0794AC2E43C8eFe513781C9F1276b0,success,20:00.07,live-state,False,162,,1200.0,9514.221666666666,11417066.0,57.89473684210526,1,20:00.07,
0x17BE1C39912bc5051F3000eb1aF9ed66850dCEA6,success,20:00.06,live-state,False,766,,1200.0,2960.0275,3552033.0,69.06474820143886,1,20:00.06,
0x17Dd8a2e22E1E90122d1113cef702dcF9Ae13920,success,20:00.08,live-state,False,781,,1200.0,8103.7266666666665,9724472.0,88.0,1,20:00.08,
0x17E2B4c74E4231E086524a95863C216b781325b2,success,2:45.68,live-state,False,455,1,165.0,11947.151515151516,1971280.0,82.5,1,2:45.68,[BUG] balance gain | 37662610412320084583014736539245998496614132666784207077377 > 37662610412320084583014736539245998496614132666784207077376
0x17F2892418D1765691C7E43c682Db83B60B3dDd2,success,20:00.06,live-state,False,691,,1200.0,7274.0625,8728875.0,75.8974358974359,1,20:00.06,
0x17b5d933604cACE1001e5eB973E005ff984CD405,success,20:00.05,live-state,True,843,,1200.0,6673.605833333333,8008327.0,89.32038834951456,1,20:00.05,
0x17ce2e15246907e9d7029754F13783Bab89951a7,success,20:00.11,live-state,True,369,,1200.0,557.4508333333333,668941.0,84.50704225352113,1,20:00.11,
0x17ce2e6fa8C681EC0980C6D196F6B839EB4A1cd0,success,20:00.07,live-state,False,904,,1200.0,7439.913333333333,8927896.0,49.89858012170386,1,20:00.07,
0x17d4688dC36F926079D73FD15153fA3DC974DA46,success,20:00.07,live-state,False,1010,,1200.0,12586.930833333334,15104317.0,51.34770889487871,1,20:00.07,
0x17dC5c38d421Da44332fB74cf010f248771054F6,success,20:00.07,live-state,False,827,,1200.0,7446.9925,8936391.0,81.25,1,20:00.07,
0x17e6EC500e2e158915BE88FA2B11dB2c4d9A3D60,success,20:00.06,live-state,True,806,,1200.0,8189.7908333333335,9827749.0,88.50574712643679,1,20:00.06,
0x17eA1C0ae7FA9F61432789a651Be7b8E69846b54,success,20:00.08,live-state,False,343,,1200.0,10407.728333333333,12489274.0,13.36405529953917,1,20:00.08,
0x17eF9E9a79F65D9a88fA0A45EB92b7071e1c76fF,success,20:00.07,live-state,False,978,,1200.0,8760.158333333333,10512190.0,84.6938775510204,1,20:00.07,
